emotion,tweet
happy,aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL
happy,sittin by the fire...yes!
neutral,Really bad ones are also classic.
worry,just came bak from dancing with my NEEWWWW cd haha im dancing again
neutral,Because those companies that make the bag sealers will go out of business.
happy,watchin my favie in because I said so..then catching up on much needed sleep!! goodnight
happy,thanks homskis! Its like christmas!
excited,ten update away from 2000 whooo hoooo budden!
love,"Long day of dancin, travelin, and celebrating life happy mothers day!!"
love,is the luckiest girl in the world &lt;3
neutral,just bought a magazine
excited,"Praying for love in a lap dance, and paying in naivety. &lt;--One of my fav songs"
happy,you take such good photos.
love,"The first thing she said means &quot;Your new album is really good&quot; and the second thing, &quot;Don't it's broken&quot;. I am Persian!"
happy,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE details on my www.myspace.com/djspy
love,Dang baby i love you ma
happy,"Indeed, twitter is where its at mate, its all happening on here. Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe"
excited,just now i know how twitter exactly work
sad,Goodnight world and all who inhabit it!
worry,Just got home. :3 Was pleased with Star Trek.
excited,Okay will work on that too but please remind me again
neutral,Good morning. Just bought flowers for mothers day and now it's breakfast time
love,is at the salon with my mom happy mothers day mom!
love,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to who became a mommy 2day
neutral,I'm watching it at the moment -sighs- and straightening my hair which takes hours as my hair is so curly!!
neutral,very cute and pretty
love,"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad. ? http://blip.fm/~5z309"
neutral,sees your Steve Coogan and raises you a Dylan Moran.
worry,i had a vivid dream last night! i was crooning away
love,will do! Tell my mommy I said the same n I love her mucho mucho!
love,I just received a mothers day card from my lovely daughter wishing my a happy mothers day http://tr.im/kWK9
love,The Star Trek movie was amazing! omg everyone has to go see it
neutral,good topics. and ciggarettes.
worry,"These nice boys realized that we were too short to see over them at the concert and moved Ugggg, now it's time to pack. Early flight."
worry,It was indeed a lovely evening. Over far too quickly I got home at 1115 in the end. Coffee in bed this morning
neutral,Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though
happy,HAPPY MOTHER'S DAY to all of the wonderful women out there. Have a great and relaxful day.
excited,"browsing thru adopting agencies, i'm gonna get some exotic kids"
love,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album"
love,Happy Mother's Day to all the Mommiessss
happy,haha what's up Matt ?
neutral,What's up!!? 
excited,we shuld do a dance like that its seriously the best thing haha. see yu tomoro.
happy,I will go to sleep now. Might be awakened early w/breakfast tray from my 'spark' &amp; my 'joper' w/their Dad's help
happy,&quot;If there's a camel up a hill&quot; and &quot;I'll give you plankton&quot; ....HILARIOUS!!
love,LOL I love your kids
sad,dude that honest to god happens to me all the time.. minus the trail mix.
happy,Home. Tonight was fun thanks!
worry,Happy Mother's Day to the tweetin' mamas Nite tweeple!
happy,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties
relief,I'm using it in a story. I actually already wrote it but have to write the chapters before it.
excited,How's your dog?
excited,tts ridiculously sweet of you
relief,...definitely the first time I've felt alive again in years. Super happy
neutral,you just got one more!!
neutral,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off #jottonia looks good too
sad,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16"
love,http://twitpic.com/4woj2 - omgssh ang cute ng bby.!
happy,"Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight"
neutral,night bud
excited,"Yes, but I'm quite rusty. I'm hoping to get back to it and &quot;tune up&quot; my skills. Tim plays guitar. We threaten duets."
excited,Hi there! Nice to meet you
anger,google away
love,Happy Mother's Day to all the Mom's out there I happen to have the greatest Mom in the world I love my Mom she's my best friend
happy,lol yep tell rhonda i said happy mother's day!
neutral,Happy Mother's Day - Happy Motherï¿½s Day http://tumblr.com/xnx1qyn0j
happy,pancakes!! with lemon and sugar thanks!
excited,"It's not my best writing, well i don't think. LOL. but it's some! I'd read it all if i were you! It's pretty damn good after all! =}. LOL"
worry,"Morning Lou, I Have some housework to do then im off to Church"
sad,rain drops keep falling on my head..
excited,Enjoy - we know you will
love,HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!
neutral,"If you know such agent, do let me know"
love,Today felt so much more crazy than it was!! I digg the new addition to the family! there pretty cool
neutral,I sent u a direct message.. there's my mail
sad,"im disgusted as well and baron, spelling lessons homie!! haha it's &quot;effort&quot; and &quot;team&quot; r u shwasty? shloshed? i love you"
excited,I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.
sad,"Patience, it's worth it"
excited,Wine..beer..and champagne..lets see how that goes for me tomorrow..lol
love,hahaha. tea at grandma's was sweat. yep.
excited,"Damn, that's my favorite part...lol...ok, i'll just keep in stock alot then"
love,"Took yesterday off &amp; treated myself to an outfit &amp; shoes, I have not treated myself in a while, my mothers day gift to me"
excited,"Just got home from morongo.. Havin a corona Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/"
happy,Haha same as miine
love,"no, stay and play!!!"
love,Favorite little cartoon movie in the world
neutral,nice suggestion thanks
excited,"is back from the play cafe, was great to enjoy a coffee while the boys played, have some Rose choccies for later when the boys are in bed"
excited,tonight my bed has been the Enterprise and I was Mrs Kirk
happy,I ate a foot long from subway like an hour ago! OMG! I'm happy and full. I hadn't ate since b-fast. happy Lis.
happy,love those panties
neutral,yes a blonder one for sure
excited,Happy Mothers Day Mommy!!! I love you &amp;&amp; your the best...
relief,"Sasha's helped too, of course"
sad,or least for the firmware upgrade. just buying some time until I get my tax return really
love,Happy Mothers Day!!! &lt;3
love,Can you tell that *Someone* has been reading Knowledge of the Holy by A.W. Tozer? All his work should be required reading.
love,Happy Mother's day to all mum's in america
love,Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!
neutral,20 at least hugh happy trails
love,Happy Mother's Day to every single mom out there. I love my mommy
neutral,Yeah it's afireinside687
neutral,Me &amp; are laying in the back of a fox truck on the drive down to the race! LOL
love,"thanks for following, it means a lot to me i love hey monday!"
worry,Happy Mother's Day. . .
happy,"It was indeed, an excellent movie."
worry,"http://twitpic.com/4woxf - Hehe, I flew a plane.. the pink t-shirt is me"
happy,"http://twitpic.com/4woxi - Btw, concert was freaking awesome"
worry,I will have to see the unveiling of your new LR arrangement! Is there an official event planned
neutral,twitpic it. I wanna see
sad,rblpnqte &quot;sheesh I am sending one up to you I think you could use it lol&quot; RB DELUX... ? http://blip.fm/~5z36j
love,just finished my mothers day gift ill post the link after she sees it!
sad,Early morning walkies really aren't my thing... at least it's vaguely warm
neutral,Goodnight!
sad,You right...we are &quot;arguing&quot; about nothing...I thought it was healthy conversation
love,Made coffee cake for her mom
happy,"i saw you on tues and last niiiighht &lt;3 so amazzzing, didnt even notice you forgetting the wordddss"
neutral,one of my favorite quotes ever
love,says HAPPY MOTHER'S DAY! http://plurk.com/p/sv70e
love,Oh sure I'M IN LOVE WITH THEM ?
neutral,4X4s are the shizz
excited,i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.
neutral,whooop! you got me on twitter!! dang our line of communication keeps growing!
happy,"Yes you are, thanks Haha you do? Field of flowers don't exist in Singapore, well not ones that you can frolick in:S"
worry,How are you?
neutral,- call her. She will be surprised.
neutral,skyping with katie &amp; Allison yeah boy katies mom mooned us
excited,be back later! HAPPY MOTHER'S DAY TO ALL THE MOTHERS IN THE WORLD! ï¿½ GOD LOVES US ALL!
neutral,going to sleep now! Goodnight twitter!
neutral,So treat your Mom's like Queen's cuz they are
love,So true Donna Wish you a joyfull sunday ~Siddy
happy,exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.
worry,I read them a couple of weeks ago They work really well with the movie.
sad,Just woke up from nap and then ate nasi padang and pisang cokelat
relief,watching bruce all mighty at home
excited,hey twitter hows it going? let us know how your day is going
worry,*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don't let the twitterbugz bite..
love,"it's amazing, makes my heart sing"
neutral,Above Garden of the Gods in C Springs. My parents work for the Division of Wildlife so we get to go on private land
happy,happy birthday
love,"YAY!! that's so cool aww that woulda been sweet, no worries though! I'm just glad you had fun!!"
relief,Ow. Okay. It's good you're better now.
